Row Labels,Number_of_assigned_group,BUSINESS_COMPLETION_HRS
IN10141376,1,70
IN10147651,1,70
IN10152414,1,70
IN10164202,1,70
IN10165157,1,70
IN10167631,1,70
IN10171424,1,70
IN10177123,1,70
IN10183994,1,70
IN10184047,1,70
IN10185462,1,70
IN10186328,2,70
IN10188713,2,70
IN10199299,2,70
IN10202420,1,70
IN10205412,1,70
IN10210535,1,70
IN10218688,1,70
IN10223659,1,70
IN10223660,1,70
IN10224152,3,70
IN10225402,1,70
IN10225429,3,70
IN10245374,1,70
IN10248557,3,70
IN10258777,1,70
IN10153202,1,70.01
IN10039865,2,70.02
IN10180773,1,70.02
IN10220171,1,70.02
IN10252888,1,70.02
IN10103714,1,70.03
IN10126295,2,70.03
IN10174900,1,70.03
IN10234972,2,70.03
IN10099083,1,70.04
IN10148568,1,70.04
IN10058306,1,70.05
IN10062199,2,70.05
IN10077102,1,70.05
IN10174112,1,70.05
IN10235476,1,70.05
IN10048849,2,70.06
IN10208191,1,70.06
IN10057400,2,70.07
IN10079815,1,70.07
IN10102010,1,70.07
IN10110762,1,70.07
IN10144497,1,70.07
IN10203987,3,70.07
IN10057694,4,70.08
IN10132703,1,70.09
IN10055292,1,70.1
IN10063103,1,70.1
IN10086480,1,70.1
IN10151096,2,70.1
IN10152171,2,70.1
IN10157850,4,70.1
IN10091315,2,70.11
IN10167179,1,70.11
IN10099127,2,70.12
IN10156551,2,70.12
IN10090449,4,70.13
IN10087921,1,70.14
IN10168973,1,70.14
IN10068780,1,70.15
IN10093912,2,70.15
IN10104979,2,70.15
IN10118460,3,70.15
IN10123199,1,70.15
IN10145041,1,70.15
IN10169987,2,70.15
IN10162719,4,70.16
IN10097298,1,70.17
IN10174866,1,70.17
IN10218922,1,70.17
IN10035613,2,70.2
IN10058337,1,70.2
IN10061108,1,70.2
IN10101755,4,70.2
IN10136554,1,70.2
IN10190856,4,70.2
IN10199554,1,70.2
IN10128390,1,70.22
IN10144901,1,70.22
IN10061527,1,70.23
IN10117033,1,70.23
IN10140438,1,70.23
IN10146422,3,70.23
IN10161640,1,70.23
IN10199191,1,70.23
IN10086779,3,70.24
IN10221125,2,70.24
IN10030096,1,70.25
IN10064868,2,70.25
IN10081591,1,70.25
IN10120971,1,70.25
IN10153070,3,70.25
IN10252193,1,70.25
IN10259256,1,70.25
IN10030789,1,70.26
IN10118851,1,70.26
IN10137838,1,70.26
IN10034729,1,70.27
IN10042788,2,70.27
IN10115980,1,70.27
IN10170067,1,70.27
IN10196232,1,70.27
IN10220319,2,70.27
IN10035742,1,70.28
IN10149116,1,70.28
IN10137853,1,70.29
IN10230957,1,70.29
IN10128841,1,70.3
IN10157744,1,70.3
IN10162122,1,70.3
IN10197491,2,70.3
IN10050753,1,70.32
IN10173645,3,70.32
IN10191428,2,70.32
IN10047793,2,70.33
IN10094291,1,70.33
IN10146982,1,70.33
IN10176828,1,70.33
IN10221214,1,70.33
IN10189738,1,70.34
IN10230627,1,70.34
IN10034557,1,70.35
IN10146011,1,70.35
IN10151262,2,70.35
IN10169183,1,70.35
IN10184393,4,70.35
IN10191425,2,70.35
IN10210294,3,70.37
IN10051184,1,70.38
IN10117951,1,70.38
IN10208817,2,70.38
IN10214325,1,70.38
IN10216489,3,70.38
IN10191424,2,70.39
IN10200321,1,70.39
IN10212812,2,70.39
IN10097720,1,70.4
IN10149227,1,70.4
IN10161641,1,70.4
IN10105091,1,70.41
IN10080013,1,70.42
IN10152719,1,70.42
IN10254956,2,70.42
IN10081630,1,70.43
IN10029557,1,70.45
IN10057383,1,70.45
IN10170450,2,70.45
IN10206638,1,70.45
IN10254826,1,70.45
IN10167877,1,70.46
IN10216199,3,70.46
IN10029628,1,70.47
IN10063580,4,70.47
IN10097834,2,70.47
IN10122819,2,70.47
IN10152930,1,70.47
IN10249868,1,70.47
IN10250616,2,70.47
IN10054578,2,70.48
IN10041814,1,70.49
IN10125442,1,70.5
IN10132715,4,70.5
IN10100526,1,70.52
IN10124115,1,70.52
IN10149224,1,70.52
IN10199656,1,70.52
IN10045629,1,70.53
IN10155080,1,70.53
IN10156494,1,70.53
IN10187123,1,70.53
IN10221253,1,70.53
IN10244220,1,70.54
IN10120899,2,70.55
IN10169811,3,70.55
IN10224420,1,70.56
IN10041056,1,70.57
IN10071300,1,70.57
IN10096099,2,70.57
IN10170949,2,70.57
IN10192276,2,70.57
IN10071727,1,70.58
IN10194575,1,70.59
IN10220726,1,70.59
IN10147904,1,70.6
IN10206508,4,70.6
IN10044330,2,70.62
IN10064254,1,70.62
IN10077875,2,70.62
IN10129703,2,70.62
IN10207155,2,70.62
IN10254825,1,70.62
IN10255037,2,70.62
IN10057882,1,70.63
IN10083742,1,70.63
IN10167287,2,70.63
IN10184368,1,70.63
IN10191420,2,70.63
IN10216998,2,70.63
IN10218509,2,70.63
IN10081938,2,70.64
IN10233975,1,70.64
IN10037438,1,70.65
IN10055445,1,70.65
IN10057469,2,70.65
IN10077751,1,70.65
IN10111335,1,70.65
IN10140582,1,70.65
IN10185961,2,70.65
IN10254833,1,70.66
IN10036628,1,70.67
IN10114236,1,70.67
IN10223751,3,70.67
IN10041107,1,70.68
IN10041108,1,70.68
IN10074988,1,70.68
IN10099900,1,70.68
IN10169305,2,70.68
IN10210901,3,70.68
IN10254832,1,70.68
IN10150880,3,70.69
IN10260445,1,70.69
IN10061217,1,70.7
IN10102328,1,70.7
IN10111660,4,70.7
IN10130870,2,70.7
IN10138829,1,70.7
IN10156657,1,70.7
IN10203203,1,70.71
IN10030911,1,70.72
IN10032234,1,70.72
IN10082323,1,70.72
IN10032213,1,70.73
IN10059451,2,70.73
IN10075514,1,70.73
IN10087610,1,70.73
IN10152094,1,70.73
IN10175089,2,70.73
IN10197377,1,70.73
IN10203332,1,70.73
IN10212451,2,70.73
IN10054861,3,70.74
IN10107682,1,70.74
IN10254824,1,70.74
IN10055613,1,70.75
IN10061754,1,70.75
IN10096240,1,70.75
IN10139598,1,70.75
IN10181791,1,70.75
IN10187992,1,70.75
IN10054830,1,70.76
IN10189347,1,70.76
IN10051017,1,70.77
IN10053825,1,70.77
IN10247149,1,70.77
IN10030974,1,70.78
IN10096334,1,70.78
IN10118956,1,70.78
IN10125525,3,70.78
IN10254831,1,70.78
IN10047954,1,70.8
IN10087032,1,70.8
IN10158335,1,70.8
IN10219089,1,70.8
IN10033689,2,70.81
IN10113956,2,70.81
IN10051240,1,70.82
IN10069829,3,70.82
IN10089956,1,70.82
IN10105108,2,70.82
IN10117108,2,70.82
IN10211559,3,70.82
IN10059269,1,70.83
IN10098592,2,70.83
IN10186006,3,70.83
IN10169713,3,70.84
IN10108333,2,70.85
IN10052751,3,70.86
IN10202986,1,70.86
IN10039871,1,70.87
IN10039964,1,70.87
IN10062420,3,70.87
IN10102711,3,70.87
IN10103622,1,70.87
IN10207539,2,70.87
IN10208776,2,70.87
IN10213062,1,70.87
IN10241743,2,70.87
IN10258177,1,70.87
IN10036705,1,70.88
IN10166370,1,70.88
IN10193393,1,70.88
IN10033678,5,70.89
IN10100211,1,70.89
IN10170900,1,70.89
IN10067120,2,70.9
IN10067378,1,70.9
IN10074394,2,70.9
IN10167860,1,70.9
IN10178478,2,70.9
IN10178755,1,70.9
IN10226569,1,70.9
IN10166611,2,70.91
IN10051294,1,70.92
IN10069083,4,70.92
IN10094017,3,70.92
IN10113306,4,70.92
IN10152104,1,70.92
IN10125528,2,70.93
IN10167004,1,70.93
IN10172211,1,70.93
IN10229617,2,70.93
IN10238049,5,70.93
IN10262168,1,70.93
IN10039583,1,70.95
IN10091211,1,70.95
IN10099552,1,70.95
IN10116020,1,70.95
IN10158568,1,70.95
IN10178812,2,70.95
IN10194092,1,70.95
IN10211553,1,70.95
IN10228365,1,70.95
IN10231771,2,70.95
IN10050665,1,70.97
IN10060210,1,70.97
IN10089626,1,70.97
IN10097171,2,70.97
IN10102754,3,70.97
IN10139545,3,70.97
IN10141825,2,70.97
IN10183016,2,70.97
IN10048446,2,70.98
IN10089256,2,70.98
IN10114083,1,70.98
IN10154019,1,70.98
IN10157798,1,70.98
IN10165163,2,70.98
IN10203496,4,70.98
IN10232147,1,70.98
IN10045016,3,70.99
IN10111461,2,70.99
IN10178796,2,70.99
IN10080990,1,71
IN10118946,1,71
IN10136090,1,71
IN10159562,1,71
IN10224681,1,71
IN10228899,2,71
IN10229614,2,71
IN10252790,1,71
IN10253595,1,71
IN10151235,2,71.01
IN10097155,1,71.02
IN10112855,1,71.02
IN10151255,2,71.02
IN10175538,2,71.02
IN10030724,1,71.03
IN10122438,1,71.03
IN10138351,1,71.03
IN10081015,1,71.04
IN10112584,1,71.04
IN10175583,2,71.04
IN10039738,6,71.05
IN10067854,1,71.05
IN10070595,4,71.05
IN10115953,2,71.05
IN10169502,4,71.05
IN10184731,3,71.05
IN10224070,2,71.05
IN10094921,1,71.06
IN10151252,2,71.06
IN10222802,3,71.06
IN10053900,1,71.07
IN10080527,1,71.07
IN10092633,1,71.07
IN10100454,1,71.07
IN10151233,2,71.07
IN10223671,1,71.07
IN10125278,2,71.08
IN10130880,1,71.08
IN10158123,2,71.08
IN10185948,2,71.09
IN10034544,1,71.1
IN10053995,1,71.1
IN10106925,1,71.1
IN10114807,1,71.1
IN10151250,2,71.1
IN10223442,1,71.1
IN10237236,1,71.1
IN10245472,3,71.1
IN10070943,1,71.12
IN10061959,1,71.13
IN10081821,1,71.13
IN10093922,2,71.13
IN10142300,1,71.13
IN10149576,2,71.13
IN10179248,2,71.13
IN10183012,2,71.13
IN10220724,1,71.13
IN10166834,1,71.15
IN10199015,1,71.15
IN10220268,1,71.15
IN10261626,1,71.15
IN10201968,2,71.16
IN10224463,3,71.16
IN10066898,2,71.17
IN10068171,1,71.17
IN10077607,1,71.17
IN10097150,1,71.17
IN10140516,1,71.17
IN10187209,5,71.17
IN10220802,2,71.17
IN10078484,1,71.18
IN10092818,2,71.18
IN10126307,1,71.18
IN10135866,2,71.18
IN10251878,1,71.18
IN10043683,1,71.19
IN10086319,2,71.19
IN10052632,1,71.2
IN10069547,2,71.2
IN10145941,2,71.2
IN10221467,1,71.2
IN10232822,1,71.2
IN10227305,1,71.21
IN10060999,3,71.22
IN10090681,1,71.22
IN10228047,3,71.22
IN10056504,2,71.23
IN10110395,1,71.23
IN10132121,4,71.23
IN10088274,2,71.24
IN10057518,1,71.25
IN10057563,1,71.25
IN10057661,2,71.25
IN10187273,1,71.25
IN10230027,3,71.25
IN10052886,1,71.27
IN10088684,1,71.27
IN10089622,1,71.27
IN10033557,1,71.28
IN10104708,2,71.28
IN10195656,1,71.28
IN10114869,1,71.29
IN10222512,3,71.29
IN10259322,1,71.29
IN10046252,3,71.3
IN10053254,1,71.3
IN10152330,1,71.3
IN10223160,1,71.31
IN10097139,1,71.32
IN10123591,6,71.32
IN10191504,1,71.32
IN10033756,2,71.33
IN10145110,1,71.33
IN10174517,1,71.33
IN10178441,1,71.33
IN10187555,2,71.33
IN10050056,1,71.35
IN10105756,1,71.35
IN10186502,2,71.35
IN10182707,1,71.37
IN10192279,1,71.37
IN10243905,2,71.37
IN10049232,1,71.38
IN10104326,1,71.38
IN10105517,3,71.38
IN10110372,2,71.38
IN10115620,1,71.38
IN10124058,1,71.38
IN10184314,6,71.38
IN10219418,1,71.38
IN10228974,2,71.38
IN10049415,3,71.39
IN10103573,1,71.39
IN10030638,1,71.4
IN10141140,1,71.4
IN10159060,1,71.4
IN10200796,1,71.4
IN10081914,3,71.41
IN10057876,1,71.42
IN10103780,1,71.42
IN10202894,4,71.42
IN10049356,1,71.43
IN10070923,2,71.43
IN10140908,1,71.43
IN10141427,1,71.43
IN10149173,1,71.43
IN10164140,1,71.43
IN10171032,1,71.43
IN10062462,2,71.44
IN10046273,3,71.45
IN10070513,1,71.45
IN10147242,1,71.45
IN10199057,3,71.45
IN10251877,1,71.46
IN10029708,1,71.47
IN10031020,1,71.47
IN10049355,1,71.47
IN10149932,2,71.47
IN10151246,2,71.47
IN10191511,1,71.47
IN10040804,2,71.48
IN10063765,2,71.48
IN10151248,2,71.48
IN10155699,2,71.48
IN10222037,3,71.48
IN10191471,1,71.49
IN10040793,2,71.5
IN10049213,1,71.5
IN10067374,3,71.5
IN10080489,1,71.5
IN10171554,1,71.5
IN10191468,1,71.51
IN10209535,3,71.51
IN10088021,2,71.53
IN10094737,1,71.53
IN10161251,1,71.54
IN10043650,1,71.55
IN10076245,1,71.55
IN10103590,5,71.55
IN10118585,1,71.55
IN10128957,3,71.55
IN10149741,1,71.55
IN10167448,1,71.55
IN10239884,2,71.55
IN10033674,1,71.56
IN10047248,5,71.56
IN10068906,1,71.56
IN10107004,1,71.57
IN10107326,1,71.57
IN10117149,2,71.57
IN10118553,1,71.57
IN10147726,1,71.57
IN10161967,1,71.57
IN10164324,4,71.57
IN10045393,3,71.58
IN10052791,1,71.58
IN10061685,1,71.58
IN10086831,2,71.58
IN10118488,1,71.58
IN10126681,1,71.58
IN10156493,1,71.58
IN10165115,1,71.58
IN10239435,1,71.58
IN10037135,2,71.6
IN10073629,1,71.6
IN10101307,1,71.6
IN10105669,1,71.6
IN10115465,1,71.6
IN10118662,2,71.6
IN10154047,1,71.6
IN10164226,1,71.6
IN10191472,1,71.6
IN10233802,1,71.6
IN10057845,1,71.62
IN10061689,1,71.62
IN10162055,1,71.62
IN10049600,1,71.63
IN10131995,1,71.63
IN10150998,2,71.63
IN10160907,1,71.63
IN10163108,2,71.63
IN10208781,1,71.63
IN10239416,1,71.63
IN10041197,1,71.65
IN10074426,1,71.65
IN10093593,1,71.65
IN10105244,2,71.65
IN10118910,1,71.65
IN10131746,1,71.65
IN10153910,1,71.65
IN10156353,1,71.65
IN10103187,1,71.67
IN10107454,1,71.67
IN10139554,3,71.67
IN10161723,2,71.67
IN10191474,1,71.67
IN10230756,2,71.67
IN10108366,1,71.68
IN10119709,1,71.68
IN10121090,1,71.68
IN10147831,1,71.68
IN10151137,2,71.68
IN10151138,2,71.68
IN10157606,2,71.68
IN10184385,1,71.68
IN10039833,2,71.7
IN10055556,1,71.7
IN10100151,2,71.7
IN10123697,1,71.7
IN10125609,1,71.7
IN10040273,1,71.71
IN10059271,1,71.72
IN10066044,1,71.72
IN10097096,3,71.72
IN10155351,3,71.72
IN10187061,2,71.72
IN10191481,1,71.72
IN10047169,3,71.73
IN10176173,1,71.73
IN10191494,1,71.73
IN10159084,1,71.74
IN10209246,1,71.74
IN10055558,1,71.75
IN10062294,1,71.75
IN10069606,1,71.75
IN10071694,1,71.75
IN10087732,1,71.75
IN10102559,1,71.75
IN10236933,2,71.75
IN10262386,1,71.76
IN10042945,1,71.77
IN10186702,4,71.77
IN10191509,1,71.77
IN10233174,1,71.77
IN10233175,1,71.77
IN10092560,3,71.78
IN10110798,1,71.78
IN10233169,1,71.78
IN10233170,1,71.78
IN10094009,1,71.79
IN10066008,3,71.8
IN10087029,1,71.8
IN10110166,2,71.8
IN10114795,3,71.8
IN10160564,1,71.8
IN10233167,1,71.8
IN10233168,1,71.8
IN10239236,1,71.8
IN10079704,1,71.81
IN10182497,1,71.81
IN10096779,1,71.82
IN10136104,1,71.82
IN10219520,1,71.82
IN10088534,7,71.83
IN10098983,1,71.83
IN10109221,2,71.83
IN10121049,1,71.83
IN10191475,1,71.84
IN10029800,2,71.85
IN10038230,1,71.85
IN10085347,3,71.85
IN10092418,1,71.85
IN10131552,1,71.85
IN10137933,4,71.85
IN10142416,1,71.85
IN10259161,2,71.85
IN10216365,1,71.86
IN10055554,1,71.87
IN10067291,2,71.87
IN10160135,3,71.87
IN10208464,1,71.87
IN10221472,1,71.87
IN10092906,3,71.88
IN10133487,3,71.88
IN10187963,2,71.88
IN10257763,1,71.88
IN10158330,1,71.89
IN10136220,1,71.9
IN10219266,1,71.9
IN10162026,2,71.91
IN10181323,1,71.91
IN10050952,1,71.92
IN10186080,3,71.92
IN10232694,6,71.92
IN10118690,1,71.93
IN10131551,1,71.93
IN10151157,2,71.93
IN10029137,1,71.95
IN10103459,1,71.95
IN10061834,1,71.97
IN10115932,1,71.97
IN10151140,2,71.97
IN10058626,1,71.98
IN10076456,1,71.98
IN10116448,1,71.98
IN10142763,2,71.98
IN10151148,2,71.98
IN10221229,2,71.98
IN10240185,3,71.98
IN10261895,4,71.98
IN10151145,2,71.99
IN10043422,1,72
IN10063040,1,72
IN10070228,3,72
IN10118935,1,72
IN10151150,2,72
IN10193759,1,72
IN10192786,2,72.01
IN10092697,4,72.02
IN10118891,1,72.02
IN10122016,2,72.02
IN10143976,1,72.02
IN10181846,1,72.02
IN10210751,5,72.02
IN10035041,3,72.03
IN10092721,1,72.03
IN10159741,1,72.03
IN10197201,1,72.03
IN10153413,1,72.04
IN10045023,1,72.05
IN10046037,1,72.05
IN10079369,1,72.05
IN10160367,5,72.05
IN10170883,1,72.05
IN10174953,2,72.05
IN10241120,2,72.05
IN10031658,2,72.07
IN10062372,2,72.07
IN10090070,1,72.07
IN10092601,1,72.07
IN10123641,1,72.07
IN10153030,1,72.07
IN10155851,1,72.07
IN10168325,2,72.07
IN10051284,1,72.08
IN10238251,1,72.08
IN10191480,1,72.09
IN10045022,1,72.1
IN10093080,2,72.1
IN10126826,1,72.1
IN10216132,2,72.1
IN10261072,3,72.1
IN10099085,1,72.11
IN10108182,1,72.11
IN10180287,1,72.11
IN10151508,1,72.12
IN10182626,4,72.12
IN10229306,1,72.12
IN10049503,1,72.13
IN10051486,1,72.13
IN10216131,2,72.13
IN10261383,1,72.13
IN10107771,1,72.14
IN10044135,1,72.15
IN10056842,2,72.15
IN10083629,1,72.15
IN10116256,1,72.15
IN10184095,2,72.15
IN10195319,1,72.15
IN10216146,2,72.15
IN10218221,1,72.15
IN10222099,3,72.15
IN10032988,3,72.17
IN10033186,1,72.17
IN10048726,2,72.17
IN10067243,4,72.17
IN10180393,2,72.17
IN10191473,1,72.17
IN10202833,1,72.17
IN10072496,1,72.18
IN10089081,1,72.18
IN10140105,1,72.18
IN10216127,2,72.18
IN10080503,3,72.19
IN10214351,2,72.19
IN10046723,1,72.2
IN10095540,4,72.2
IN10106495,1,72.2
IN10148450,2,72.2
IN10150350,1,72.2
IN10151181,2,72.2
IN10153808,2,72.2
IN10211593,5,72.2
IN10216046,2,72.2
IN10229935,1,72.2
IN10151185,2,72.21
IN10163074,3,72.21
IN10245524,1,72.21
IN10095232,3,72.22
IN10095763,1,72.22
IN10158276,1,72.22
IN10228549,1,72.22
IN10033009,1,72.23
IN10094830,2,72.23
IN10160975,1,72.23
IN10067236,1,72.25
IN10107414,1,72.25
IN10128997,1,72.25
IN10146328,2,72.25
IN10159988,2,72.25
IN10200163,1,72.25
IN10229589,2,72.26
IN10037876,1,72.27
IN10044187,1,72.27
IN10075041,1,72.27
IN10075824,1,72.27
IN10143405,2,72.27
IN10048780,1,72.28
IN10100279,2,72.28
IN10146355,2,72.28
IN10048781,1,72.3
IN10163661,1,72.3
IN10172707,3,72.3
IN10192099,1,72.3
IN10238255,1,72.3
IN10241652,2,72.3
IN10148954,1,72.31
IN10148955,1,72.31
IN10057242,2,72.32
IN10094474,1,72.32
IN10136522,3,72.32
IN10140495,1,72.32
IN10229588,2,72.32
IN10061842,2,72.33
IN10097882,1,72.33
IN10188061,1,72.33
IN10032370,1,72.34
IN10133066,3,72.34
IN10150335,2,72.34
IN10150757,1,72.34
IN10179228,1,72.34
IN10252961,1,72.35
IN10050082,2,72.37
IN10148952,1,72.37
IN10156635,1,72.37
IN10184141,1,72.37
IN10037981,1,72.38
IN10161733,1,72.38
IN10182627,2,72.38
IN10215979,1,72.38
IN10237078,1,72.38
IN10078310,1,72.39
IN10161862,1,72.39
IN10046853,1,72.4
IN10069887,1,72.4
IN10101190,3,72.4
IN10191479,1,72.4
IN10252160,3,72.4
IN10132369,2,72.41
IN10161255,4,72.41
IN10178023,1,72.41
IN10056132,1,72.42
IN10090644,2,72.42
IN10097696,1,72.42
IN10229586,2,72.43
IN10148088,1,72.44
IN10215349,3,72.44
IN10097048,1,72.45
IN10123644,1,72.45
IN10125711,2,72.45
IN10137286,1,72.45
IN10142455,2,72.45
IN10044689,2,72.46
IN10129590,3,72.46
IN10148949,1,72.46
IN10035700,2,72.47
IN10052767,1,72.47
IN10102967,2,72.47
IN10132216,2,72.47
IN10057982,4,72.48
IN10079921,1,72.48
IN10115213,2,72.48
IN10171457,1,72.48
IN10227238,3,72.48
IN10244733,1,72.48
IN10148951,1,72.49
IN10160525,2,72.49
IN10104387,1,72.5
IN10116918,1,72.5
IN10155359,1,72.5
IN10192212,2,72.5
IN10200323,1,72.5
IN10260741,2,72.5
IN10247007,1,72.51
IN10059684,1,72.52
IN10109136,2,72.52
IN10162768,1,72.52
IN10163530,1,72.52
IN10171440,1,72.52
IN10104689,2,72.53
IN10152868,3,72.53
IN10170461,1,72.53
IN10191489,1,72.53
IN10063530,2,72.55
IN10075156,1,72.55
IN10097596,1,72.55
IN10122541,1,72.55
IN10166743,2,72.55
IN10168200,1,72.55
IN10185567,1,72.55
IN10233517,1,72.55
IN10236030,1,72.56
IN10057312,1,72.57
IN10072405,2,72.57
IN10099660,1,72.57
IN10156360,4,72.57
IN10186346,1,72.57
IN10190714,1,72.57
IN10066655,3,72.58
IN10099658,1,72.58
IN10221148,1,72.58
IN10235935,1,72.58
IN10087598,1,72.6
IN10122540,1,72.6
IN10136167,4,72.6
IN10162680,1,72.6
IN10186368,1,72.6
IN10223940,2,72.6
IN10059580,3,72.61
IN10034679,1,72.62
IN10129142,3,72.62
IN10235134,1,72.62
IN10049046,2,72.63
IN10114754,1,72.63
IN10207597,1,72.63
IN10207598,1,72.63
IN10253850,1,72.63
IN10066818,2,72.65
IN10169626,1,72.65
IN10237803,1,72.65
IN10028632,1,72.66
IN10038333,1,72.67
IN10062405,1,72.67
IN10232193,1,72.67
IN10031013,2,72.68
IN10039207,1,72.68
IN10044431,1,72.7
IN10166298,2,72.7
IN10201624,1,72.7
IN10119349,2,72.71
IN10054180,1,72.72
IN10057413,1,72.72
IN10061168,1,72.72
IN10167031,1,72.72
IN10201648,1,72.72
IN10201652,1,72.72
IN10248870,1,72.72
IN10107312,4,72.73
IN10108985,1,72.73
IN10191310,1,72.73
IN10199723,3,72.73
IN10234797,1,72.73
IN10052042,3,72.75
IN10102822,1,72.75
IN10133180,1,72.75
IN10158312,1,72.75
IN10196478,2,72.75
IN10229580,2,72.75
IN10074543,1,72.77
IN10148076,3,72.77
IN10250772,1,72.77
IN10035617,2,72.78
IN10059732,1,72.78
IN10077573,3,72.78
IN10092682,2,72.78
IN10097911,2,72.79
IN10243700,1,72.79
IN10053161,2,72.8
IN10097715,1,72.8
IN10119804,4,72.8
IN10159729,2,72.8
IN10221254,1,72.8
IN10097442,3,72.81
IN10038231,1,72.82
IN10048184,1,72.82
IN10068133,1,72.82
IN10082815,1,72.82
IN10186756,1,72.82
IN10216818,2,72.82
IN10041629,3,72.83
IN10216062,2,72.83
IN10030421,1,72.84
IN10030734,1,72.85
IN10068542,3,72.85
IN10112740,1,72.85
IN10121759,1,72.85
IN10189665,1,72.85
IN10205793,1,72.85
IN10237095,1,72.85
IN10042006,1,72.87
IN10085212,1,72.87
IN10095564,2,72.87
IN10136379,1,72.87
IN10198252,1,72.87
IN10202144,2,72.87
IN10221013,1,72.87
IN10232451,1,72.87
IN10259094,1,72.87
IN10077725,4,72.88
IN10084777,1,72.88
IN10113710,1,72.88
IN10147251,1,72.88
IN10239192,1,72.88
IN10143150,1,72.89
IN10078727,1,72.9
IN10092739,1,72.9
IN10162207,1,72.9
IN10175784,2,72.9
IN10183884,1,72.9
IN10232791,1,72.91
IN10033264,2,72.92
IN10078839,1,72.92
IN10094808,1,72.92
IN10115209,3,72.92
IN10158702,3,72.92
IN10195235,1,72.92
IN10091021,1,72.93
IN10138416,2,72.93
IN10142087,1,72.93
IN10165105,1,72.93
IN10229576,2,72.93
IN10255960,1,72.93
IN10034251,4,72.95
IN10047146,2,72.95
IN10053790,1,72.95
IN10086151,3,72.95
IN10104659,1,72.95
IN10178302,2,72.95
IN10179279,1,72.95
IN10083979,2,72.96
IN10043943,2,72.97
IN10103726,1,72.97
IN10121072,2,72.97
IN10152759,1,72.97
IN10208303,4,72.97
IN10048414,5,72.98
IN10113308,2,72.98
IN10149404,1,72.98
IN10162921,1,72.98
IN10166621,1,72.98
IN10219178,1,72.98
IN10029555,1,73
IN10190934,1,73
IN10191042,1,73
IN10228162,1,73
IN10078370,1,73.02
IN10094204,1,73.02
IN10097658,5,73.02
IN10164320,1,73.02
IN10226992,1,73.02
IN10084765,1,73.03
IN10128667,1,73.03
IN10178391,1,73.03
IN10128609,1,73.05
IN10162167,1,73.05
IN10099428,1,73.06
IN10142928,2,73.07
IN10207408,1,73.07
IN10212787,1,73.07
IN10093295,1,73.08
IN10237061,1,73.08
IN10142069,1,73.09
IN10068098,1,73.1
IN10091274,2,73.1
IN10100903,1,73.1
IN10128459,1,73.1
IN10142925,1,73.1
IN10156611,3,73.1
IN10162221,1,73.1
IN10046806,2,73.11
IN10058003,4,73.12
IN10113820,1,73.12
IN10184877,1,73.13
IN10221377,1,73.13
IN10227759,1,73.13
IN10237060,1,73.14
IN10047582,2,73.15
IN10064512,1,73.15
IN10096622,2,73.15
IN10185666,2,73.15
IN10047528,1,73.16
IN10038233,3,73.17
IN10060675,1,73.17
IN10064274,2,73.17
IN10103500,1,73.17
IN10185679,2,73.17
IN10202073,5,73.17
IN10059903,1,73.18
IN10109274,1,73.18
IN10185716,2,73.18
IN10044324,1,73.19
IN10062437,1,73.2
IN10091787,1,73.2
IN10107561,4,73.2
IN10117094,1,73.2
IN10163498,2,73.2
IN10185717,2,73.2
IN10214433,1,73.2
IN10222794,1,73.2
IN10131389,1,73.22
IN10085634,1,73.23
IN10072103,2,73.25
IN10082716,3,73.25
IN10117092,1,73.25
IN10152718,1,73.25
IN10167887,1,73.25
IN10169750,3,73.25
IN10179657,5,73.25
IN10184973,1,73.26
IN10037605,1,73.27
IN10151098,1,73.27
IN10244634,1,73.27
IN10033704,1,73.28
IN10060776,1,73.28
IN10098273,1,73.28
IN10159165,1,73.28
IN10038921,1,73.29
IN10116452,1,73.29
IN10063956,2,73.3
IN10063975,2,73.3
IN10095898,2,73.3
